SPN, Date, Formula, Base Rate, Rate, IBB, Accrued Interest, Version, Call Type
EE505AC ,12/17/13,A,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
ES456ACM,12/17/13,B,1.25,1.0,130771.63,980.79,2013-12-17 19:14:29.204475,*ALL
ES802ACM,12/17/13,C,1.25,1.0,-3.86,0.0,2013-12-17 19:14:29.204475,*ALL
ES807AC ,12/17/13,D,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
ES991ACM,12/17/13,E,1.25,1.0,-482370.0,0.0,2013-12-17 19:14:29.204475,*ALL
30003ACM,12/17/13,F,1.25,1.0,20825.98,197.85,2013-12-17 19:14:29.204475,*ALL
30026ACM,12/17/13,A,1.25,1.0,-17665.9,0.0,2013-12-17 19:14:29.204475,*ALL
30044ACM,12/17/13,B,1.25,1.0,76118.48,761.18,2013-12-17 19:14:29.204475,*ALL
30067AC ,12/17/13,C,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
30083ACM,12/17/13,D,1.25,1.0,111037.0,1165.89,2013-12-17 19:14:29.204475,*ALL
30160AC ,12/17/13,E,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
30178AC ,12/17/13,F,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
30179AC ,12/17/13,A,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
30208ACM,12/17/13,B,1.25,1.0,386365.29,4443.2,2013-12-17 19:14:29.204475,*ALL
30220ACM,12/17/13,C,1.25,1.0,-1622.0,0.0,2013-12-17 19:14:29.204475,*ALL
30274AC ,12/17/13,D,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
30281AC ,12/17/13,E,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
30284AC ,12/17/13,F,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
30299AC ,12/17/13,A,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
30316AC ,12/17/13,B,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
30317ACM,12/17/13,C,1.25,1.0,227583.79,2162.05,2013-12-17 19:14:29.204475,*ALL
30319ACM,12/17/13,D,1.25,1.0,2325425.0,17440.69,2013-12-17 19:14:29.204475,*ALL
30321ACA,12/17/13,E,1.25,1.0,4882345.92,48823.46,2013-12-17 19:14:29.204475,*ALL
30322AC ,12/17/13,F,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
30421ACM,12/17/13,A,1.25,1.0,-471325.0,0.0,2013-12-17 19:14:29.204475,*ALL
30441ACM,12/17/13,B,1.25,1.0,549245.22,5217.83,2013-12-17 19:14:29.204475,*ALL
30464ACM,12/17/13,C,1.25,1.0,381843.85,2863.83,2013-12-17 19:14:29.204475,*ALL
30468ACM,12/17/13,D,1.25,1.0,2371175.0,23711.75,2013-12-17 19:14:29.204475,*ALL
30469ACM,12/17/13,E,1.25,1.0,165202.8,1899.83,2013-12-17 19:14:29.204475,*ALL
30473ACM,12/17/13,F,1.25,1.0,-2929.65,0.0,2013-12-17 19:14:29.204475,*ALL
30477AC ,12/17/13,A,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
30481ACM,12/17/13,B,1.25,1.0,-1094.1,0.0,2013-12-17 19:14:29.204475,*ALL
30483AC ,12/17/13,C,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
30493AC ,12/17/13,D,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
30494AC ,12/17/13,E,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
30496AC ,12/17/13,F,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
30532AC ,12/17/13,A,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
30536AC ,12/17/13,B,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
30543AC ,12/17/13,C,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
30552AC ,12/17/13,D,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
30559AC ,12/17/13,E,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
30574ACM,12/17/13,F,1.25,1.0,13750.85,103.13,2013-12-17 19:14:29.204475,*ALL
30575ACM,12/17/13,A,1.25,1.0,-7137.5,0.0,2013-12-17 19:14:29.204475,*ALL
30580ACM,12/17/13,B,1.25,1.0,193058.43,2220.17,2013-12-17 19:14:29.204475,*ALL
30581ACM,12/17/13,C,1.25,1.0,78764.12,827.02,2013-12-17 19:14:29.204475,*ALL
30582ACM,12/17/13,D,1.25,1.0,87750.0,833.63,2013-12-17 19:14:29.204475,*ALL
30583ACM,12/17/13,E,1.25,1.0,872974.5,6547.31,2013-12-17 19:14:29.204475,*ALL
30591ACM,12/17/13,F,1.25,1.0,423924.5,4239.24,2013-12-17 19:14:29.204475,*ALL
30601AC ,12/17/13,A,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
30606AC ,12/17/13,B,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
30608AC ,12/17/13,C,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
30614ACA,12/17/13,D,1.25,1.0,32247375.0,241855.31,2013-12-17 19:14:29.204475,*ALL
30619AC ,12/17/13,E,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
30621AC ,12/17/13,F,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
30622AC ,12/17/13,A,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
30624AC ,12/17/13,B,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
30629ACM,12/17/13,C,1.25,1.0,581399.99,4360.5,2013-12-17 19:14:29.204475,*ALL
30631ACM,12/17/13,D,1.25,1.0,20650.0,206.5,2013-12-17 19:14:29.204475,*ALL
30651ACM,12/17/13,E,1.25,1.0,170738.13,1963.49,2013-12-17 19:14:29.204475,*ALL
30653ACM,12/17/13,F,1.25,1.0,77544.65,814.22,2013-12-17 19:14:29.204475,*ALL
30658ACM,12/17/13,A,1.25,1.0,22968.75,218.2,2013-12-17 19:14:29.204475,*ALL
30659ACM,12/17/13,B,1.25,1.0,3452091.17,25890.68,2013-12-17 19:14:29.204475,*ALL
30676AC ,12/17/13,C,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
30677AC ,12/17/13,D,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
30678AC ,12/17/13,E,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
30679AC ,12/17/13,F,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
30682AC ,12/17/13,A,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
30702AC ,12/17/13,B,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
30703AC ,12/17/13,C,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
30704AC ,12/17/13,D,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
30706AC ,12/17/13,E,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
30813AC ,12/17/13,F,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
30993AC ,12/17/13,A,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
31004AC ,12/17/13,B,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
31007AC ,12/17/13,C,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
31008AC ,12/17/13,D,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
31009AC ,12/17/13,E,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
31026AC ,12/17/13,F,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
31031AC ,12/17/13,A,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
31061ACM,12/17/13,B,1.25,1.0,-11001075.93,0.0,2013-12-17 19:14:29.204475,*ALL
31065ACM,12/17/13,C,1.25,1.0,-2071120.69,0.0,2013-12-17 19:14:29.204475,*ALL
31109AC ,12/17/13,D,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
31159AC ,12/17/13,E,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
31161ACM,12/17/13,F,1.25,1.0,19714.29,226.71,2013-12-17 19:14:29.204475,*ALL
31208ACM,12/17/13,A,1.25,1.0,328155.15,3445.63,2013-12-17 19:14:29.204475,*ALL
31223ACM,12/17/13,B,1.25,1.0,1596832.5,15169.91,2013-12-17 19:14:29.204475,*ALL
31225ACM,12/17/13,C,1.25,1.0,862711.59,6470.34,2013-12-17 19:14:29.204475,*ALL
31230ACM,12/17/13,D,1.25,1.0,98400.0,984.0,2013-12-17 19:14:29.204475,*ALL
31234ACM,12/17/13,E,1.25,1.0,584580.32,6722.67,2013-12-17 19:14:29.204475,*ALL
31235ACM,12/17/13,F,1.25,1.0,-295726.25,0.0,2013-12-17 19:14:29.204475,*ALL
31236ACM,12/17/13,A,1.25,1.0,-44581.29,0.0,2013-12-17 19:14:29.204475,*ALL
31238ACM,12/17/13,B,1.25,1.0,135508.79,1016.32,2013-12-17 19:14:29.204475,*ALL
31239ACM,12/17/13,C,1.25,1.0,807026.97,8070.27,2013-12-17 19:14:29.204475,*ALL
31251ACM,12/17/13,D,1.25,1.0,49200.0,565.8,2013-12-17 19:14:29.204475,*ALL
31252ACM,12/17/13,E,1.25,1.0,394578.94,4143.08,2013-12-17 19:14:29.204475,*ALL
31453ACM,12/17/13,F,1.25,1.0,1191854.82,11322.62,2013-12-17 19:14:29.204475,*ALL
31456AC ,12/17/13,A,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
31462ACM,12/17/13,B,1.25,1.0,657051.12,6570.51,2013-12-17 19:14:29.204475,*ALL
31468ACM,12/17/13,C,1.25,1.0,535821.41,6161.95,2013-12-17 19:14:29.204475,*ALL
31502ACM,12/17/13,D,1.25,1.0,2427850.0,25492.43,2013-12-17 19:14:29.204475,*ALL
31552ACM,12/17/13,E,1.25,1.0,-30.0,0.0,2013-12-17 19:14:29.204475,*ALL
31554ACM,12/17/13,F,1.25,1.0,-3037.5,0.0,2013-12-17 19:14:29.204475,*ALL
31563ACM,12/17/13,A,1.25,1.0,-20775.0,0.0,2013-12-17 19:14:29.204475,*ALL
31564ACM,12/17/13,B,1.25,1.0,1330916.68,15305.54,2013-12-17 19:14:29.204475,*ALL
31589ACM,12/17/13,C,1.25,1.0,9042.5,94.95,2013-12-17 19:14:29.204475,*ALL
31593ACM,12/17/13,D,1.25,1.0,303400.0,2882.3,2013-12-17 19:14:29.204475,*ALL
31626ACM,12/17/13,E,1.25,1.0,-80.0,0.0,2013-12-17 19:14:29.204475,*ALL
31627ACM,12/17/13,F,1.25,1.0,-700.0,0.0,2013-12-17 19:14:29.204475,*ALL
31644ACM,12/17/13,A,1.25,1.0,-192712.45,0.0,2013-12-17 19:14:29.204475,*ALL
31646ACM,12/17/13,B,1.25,1.0,-111393.34,0.0,2013-12-17 19:14:29.204475,*ALL
31685ACN,12/17/13,C,1.25,1.0,-87274923.34,0.0,2013-12-17 19:14:29.204475,*ALL
31686ACN,12/17/13,D,1.25,1.0,40000.0,300.0,2013-12-17 19:14:29.204475,*ALL
31700ACN,12/17/13,E,1.25,1.0,-68117369.14,0.0,2013-12-17 19:14:29.204475,*ALL
31702ACN,12/17/13,F,1.25,1.0,-330131841.71,0.0,2013-12-17 19:14:29.204475,*ALL
31704ACM,12/17/13,A,1.25,1.0,6573.4,69.02,2013-12-17 19:14:29.204475,*ALL
31721AC ,12/17/13,B,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
31725AC ,12/17/13,C,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
31727AC ,12/17/13,D,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
31729ACM,12/17/13,E,1.25,1.0,2252644.72,25905.41,2013-12-17 19:14:29.204475,*ALL
31733AC ,12/17/13,F,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
31736ACM,12/17/13,A,1.25,1.0,-876160.73,0.0,2013-12-17 19:14:29.204475,*ALL
31741AC ,12/17/13,B,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
31743AC ,12/17/13,C,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
31752AC ,12/17/13,D,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
31754AC ,12/17/13,E,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
31756AC ,12/17/13,F,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
31763AC ,12/17/13,A,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
31764AC ,12/17/13,B,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
31766AC ,12/17/13,C,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
31767AC ,12/17/13,D,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
31769AC ,12/17/13,E,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
31770AC ,12/17/13,F,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
31771AC ,12/17/13,A,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
31772AC ,12/17/13,B,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
31773AC ,12/17/13,C,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
31805AC ,12/17/13,D,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
31806AC ,12/17/13,E,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
31824AC ,12/17/13,F,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
31834AC ,12/17/13,A,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
31838AC ,12/17/13,B,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
31839AC ,12/17/13,C,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
31862AC ,12/17/13,D,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
31887AC ,12/17/13,E,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
31894AC ,12/17/13,F,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
31904ACM,12/17/13,A,1.25,1.0,57796.68,606.87,2013-12-17 19:14:29.204475,*ALL
31907AC ,12/17/13,B,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
31908AC ,12/17/13,C,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
31912AC ,12/17/13,D,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
31913AC ,12/17/13,E,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
31914AC ,12/17/13,F,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
31915AC ,12/17/13,A,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
31916AC ,12/17/13,B,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
31919AC ,12/17/13,C,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
31930AC ,12/17/13,D,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
31931AC ,12/17/13,E,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
31932AC ,12/17/13,F,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
31933AC ,12/17/13,A,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
31934AC ,12/17/13,B,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
31945AC ,12/17/13,C,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
31959ACM,12/17/13,D,1.25,1.0,19000.0,199.5,2013-12-17 19:14:29.204475,*ALL
31962ACM,12/17/13,E,1.25,1.0,-425475.8,0.0,2013-12-17 19:14:29.204475,*ALL
32004ACM,12/17/13,F,1.25,1.0,18284.24,137.13,2013-12-17 19:14:29.204475,*ALL
32041ACM,12/17/13,A,1.25,1.0,-363630.0,0.0,2013-12-17 19:14:29.204475,*ALL
32055ACM,12/17/13,B,1.25,1.0,1421866.97,16351.47,2013-12-17 19:14:29.204475,*ALL
32062ACA,12/17/13,C,1.25,1.0,49366.72,518.35,2013-12-17 19:14:29.204475,*ALL
32063ACA,12/17/13,D,1.25,1.0,197110.0,1872.54,2013-12-17 19:14:29.204475,*ALL
32065ACA,12/17/13,E,1.25,1.0,40134.49,301.01,2013-12-17 19:14:29.204475,*ALL
32066ACA,12/17/13,F,1.25,1.0,361971.62,3619.72,2013-12-17 19:14:29.204475,*ALL
32071ACA,12/17/13,A,1.25,1.0,-173475.0,0.0,2013-12-17 19:14:29.204475,*ALL
32072ACA,12/17/13,B,1.25,1.0,18292654.53,192072.87,2013-12-17 19:14:29.204475,*ALL
32073ACA,12/17/13,C,1.25,1.0,323744.95,3075.58,2013-12-17 19:14:29.204475,*ALL
32074ACA,12/17/13,D,1.25,1.0,762300.0,5717.25,2013-12-17 19:14:29.204475,*ALL
32077ACA,12/17/13,E,1.25,1.0,-195333.5,0.0,2013-12-17 19:14:29.204475,*ALL
32086ACA,12/17/13,F,1.25,1.0,-92676.5,0.0,2013-12-17 19:14:29.204475,*ALL
32087ACA,12/17/13,A,1.25,1.0,-126450.0,0.0,2013-12-17 19:14:29.204475,*ALL
32094ACA,12/17/13,B,1.25,1.0,-109390.16,0.0,2013-12-17 19:14:29.204475,*ALL
32099ACA,12/17/13,C,1.25,1.0,-245973.6,0.0,2013-12-17 19:14:29.204475,*ALL
32104ACM,12/17/13,D,1.25,1.0,738200.0,7382.0,2013-12-17 19:14:29.204475,*ALL
32105ACA,12/17/13,E,1.25,1.0,-369234.0,0.0,2013-12-17 19:14:29.204475,*ALL
32225AC ,12/17/13,F,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
32235ACA,12/17/13,A,1.25,1.0,10462.5,99.39,2013-12-17 19:14:29.204475,*ALL
32249AC ,12/17/13,B,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
32250AC ,12/17/13,C,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
32258ACM,12/17/13,D,1.25,1.0,225675.0,2595.26,2013-12-17 19:14:29.204475,*ALL
32301ACM,12/17/13,E,1.25,1.0,356705.17,3745.4,2013-12-17 19:14:29.204475,*ALL
32303ACM,12/17/13,F,1.25,1.0,31342.7,297.76,2013-12-17 19:14:29.204475,*ALL
32312AC ,12/17/13,A,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
3233DAC ,12/17/13,B,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
32378ACM,12/17/13,C,1.25,1.0,418855.0,4816.83,2013-12-17 19:14:29.204475,*ALL
32379ACM,12/17/13,D,1.25,1.0,1754662.0,18423.95,2013-12-17 19:14:29.204475,*ALL
32389ACM,12/17/13,E,1.25,1.0,1053830.27,10011.39,2013-12-17 19:14:29.204475,*ALL
32520ACM,12/17/13,F,1.25,1.0,3303490.43,24776.18,2013-12-17 19:14:29.204475,*ALL
32525AC ,12/17/13,A,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
32526AC ,12/17/13,B,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
32529AC ,12/17/13,C,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
32538AC ,12/17/13,D,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
32542AC ,12/17/13,E,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
32543AC ,12/17/13,F,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
32545AC ,12/17/13,A,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
32547AC ,12/17/13,B,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
32582AC ,12/17/13,C,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
32628AC ,12/17/13,D,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
32630ACM,12/17/13,E,1.25,1.0,1334690.69,13346.91,2013-12-17 19:14:29.204475,*ALL
32637ACM,12/17/13,F,1.25,1.0,-289842.05,0.0,2013-12-17 19:14:29.204475,*ALL
32654ACM,12/17/13,A,1.25,1.0,232030.8,2436.32,2013-12-17 19:14:29.204475,*ALL
32655ACM,12/17/13,B,1.25,1.0,-932491.13,0.0,2013-12-17 19:14:29.204475,*ALL
32656ACM,12/17/13,C,1.25,1.0,-323251.17,0.0,2013-12-17 19:14:29.204475,*ALL
32657ACM,12/17/13,D,1.25,1.0,224525.0,2245.25,2013-12-17 19:14:29.204475,*ALL
32661ACM,12/17/13,E,1.25,1.0,3104313.33,35699.6,2013-12-17 19:14:29.204475,*ALL
32671ACM,12/17/13,F,1.25,1.0,138916.05,1458.62,2013-12-17 19:14:29.204475,*ALL
32686ACM,12/17/13,A,1.25,1.0,1945.0,18.48,2013-12-17 19:14:29.204475,*ALL
32687ACM,12/17/13,B,1.25,1.0,10846.97,81.35,2013-12-17 19:14:29.204475,*ALL
32688ACA,12/17/13,C,1.25,1.0,5403070.13,54030.7,2013-12-17 19:14:29.204475,*ALL
32693ACA,12/17/13,D,1.25,1.0,46200.0,531.3,2013-12-17 19:14:29.204475,*ALL
32695AC ,12/17/13,E,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
32708ACM,12/17/13,F,1.25,1.0,-4899.84,0.0,2013-12-17 19:14:29.204475,*ALL
32712ACM,12/17/13,A,1.25,1.0,28090.0,210.67,2013-12-17 19:14:29.204475,*ALL
32713ACM,12/17/13,B,1.25,1.0,581983.0,5819.83,2013-12-17 19:14:29.204475,*ALL
32716ACM,12/17/13,C,1.25,1.0,154136230.0,1772566.65,2013-12-17 19:14:29.204475,*ALL
32786ACM,12/17/13,D,1.25,1.0,385400.0,4046.7,2013-12-17 19:14:29.204475,*ALL
32788ACM,12/17/13,E,1.25,1.0,489338.55,4648.72,2013-12-17 19:14:29.204475,*ALL
33092AC ,12/17/13,F,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
33093AC ,12/17/13,A,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
33094AC ,12/17/13,B,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
33095AC ,12/17/13,C,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
33096AC ,12/17/13,D,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
33099AC ,12/17/13,E,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
33106ACM,12/17/13,F,1.25,1.0,1050787.05,10507.87,2013-12-17 19:14:29.204475,*ALL
33122ACM,12/17/13,A,1.25,1.0,-9487845.0,0.0,2013-12-17 19:14:29.204475,*ALL
33124ACM,12/17/13,B,1.25,1.0,-11111685.63,0.0,2013-12-17 19:14:29.204475,*ALL
33132AC ,12/17/13,C,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
33136ACM,12/17/13,D,1.25,1.0,803200.0,6024.0,2013-12-17 19:14:29.204475,*ALL
33148ACM,12/17/13,E,1.25,1.0,29895.25,298.95,2013-12-17 19:14:29.204475,*ALL
33161ACM,12/17/13,F,1.25,1.0,282341.51,3246.93,2013-12-17 19:14:29.204475,*ALL
33162ACM,12/17/13,A,1.25,1.0,-876387.36,0.0,2013-12-17 19:14:29.204475,*ALL
33170AC ,12/17/13,B,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
33171AC ,12/17/13,C,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
33189AC ,12/17/13,D,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
33224ACM,12/17/13,E,1.25,1.0,-32660.0,0.0,2013-12-17 19:14:29.204475,*ALL
33226ACM,12/17/13,F,1.25,1.0,48187.5,505.97,2013-12-17 19:14:29.204475,*ALL
33227AC ,12/17/13,A,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
33263ACM,12/17/13,B,1.25,1.0,5705860.28,42793.95,2013-12-17 19:14:29.204475,*ALL
33273ACM,12/17/13,C,1.25,1.0,28189.6,281.9,2013-12-17 19:14:29.204475,*ALL
33326AC ,12/17/13,D,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
33329ACM,12/17/13,E,1.25,1.0,339429.1,3564.01,2013-12-17 19:14:29.204475,*ALL
33332ACM,12/17/13,F,1.25,1.0,9663.91,91.81,2013-12-17 19:14:29.204475,*ALL
33369AC ,12/17/13,A,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
33377ACM,12/17/13,B,1.25,1.0,-854949.79,0.0,2013-12-17 19:14:29.204475,*ALL
33393ACA,12/17/13,C,1.25,1.0,-1795531.66,0.0,2013-12-17 19:14:29.204475,*ALL
33395ACA,12/17/13,D,1.25,1.0,9790042.0,102795.44,2013-12-17 19:14:29.204475,*ALL
33403ACM,12/17/13,E,1.25,1.0,3530.0,33.53,2013-12-17 19:14:29.204475,*ALL
33407ACM,12/17/13,F,1.25,1.0,4099370.92,30745.28,2013-12-17 19:14:29.204475,*ALL
33408ACM,12/17/13,A,1.25,1.0,182052.02,1820.52,2013-12-17 19:14:29.204475,*ALL
33422ACM,12/17/13,B,1.25,1.0,50681.42,582.84,2013-12-17 19:14:29.204475,*ALL
33429ACM,12/17/13,C,1.25,1.0,107973.6,1133.72,2013-12-17 19:14:29.204475,*ALL
33454ACM,12/17/13,D,1.25,1.0,1339000.0,12720.5,2013-12-17 19:14:29.204475,*ALL
33456ACM,12/17/13,E,1.25,1.0,104087.5,780.66,2013-12-17 19:14:29.204475,*ALL
33478ACM,12/17/13,F,1.25,1.0,-292027.92,0.0,2013-12-17 19:14:29.204475,*ALL
33481ACM,12/17/13,A,1.25,1.0,-650.0,0.0,2013-12-17 19:14:29.204475,*ALL
33555ACM,12/17/13,B,1.25,1.0,-16223.47,0.0,2013-12-17 19:14:29.204475,*ALL
33578AC ,12/17/13,C,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
33584AC ,12/17/13,D,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
33585AC ,12/17/13,E,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
33602ACM,12/17/13,F,1.25,1.0,-304079.19,0.0,2013-12-17 19:14:29.204475,*ALL
33615ACM,12/17/13,A,1.25,1.0,142862.5,1500.06,2013-12-17 19:14:29.204475,*ALL
33618ACM,12/17/13,B,1.25,1.0,-11299267.41,0.0,2013-12-17 19:14:29.204475,*ALL
33619ACM,12/17/13,C,1.25,1.0,63596.99,476.98,2013-12-17 19:14:29.204475,*ALL
33620ACM,12/17/13,D,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
