SPN, Date, Formula, Base Rate, Rate, IBB, Accrued Interest, Version, Call Type
89106ACM,12/17/13,B,1.25,1.0,189717.02,2181.75,2013-12-17 19:14:29.204475,*ALL
89112ACM,12/17/13,C,1.25,1.0,6553626.65,68813.08,2013-12-17 19:14:29.204475,*ALL
89115ACM,12/17/13,D,1.25,1.0,11217.0,106.56,2013-12-17 19:14:29.204475,*ALL
89128ACM,12/17/13,E,1.25,1.0,-13115308.95,0.0,2013-12-17 19:14:29.204475,*ALL
89158ACM,12/17/13,F,1.25,1.0,-178095.36,0.0,2013-12-17 19:14:29.204475,*ALL
89163ACM,12/17/13,A,1.25,1.0,-321293.61,0.0,2013-12-17 19:14:29.204475,*ALL
89177ACM,12/17/13,B,1.25,1.0,5899915.48,61949.11,2013-12-17 19:14:29.204475,*ALL
89183ACM,12/17/13,C,1.25,1.0,43066712.85,409133.77,2013-12-17 19:14:29.204475,*ALL
89184ACM,12/17/13,D,1.25,1.0,337662.0,2532.46,2013-12-17 19:14:29.204475,*ALL
89189ACM,12/17/13,E,1.25,1.0,303897.07,3038.97,2013-12-17 19:14:29.204475,*ALL
89192ACM,12/17/13,F,1.25,1.0,-43086.58,0.0,2013-12-17 19:14:29.204475,*ALL
89193ACM,12/17/13,A,1.25,1.0,190528.46,2000.55,2013-12-17 19:14:29.204475,*ALL
89196ACM,12/17/13,B,1.25,1.0,295086.5,2803.32,2013-12-17 19:14:29.204475,*ALL
89206ACM,12/17/13,C,1.25,1.0,138405.68,1038.04,2013-12-17 19:14:29.204475,*ALL
89211AC ,12/17/13,D,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
89227ACM,12/17/13,E,1.25,1.0,16875.0,194.06,2013-12-17 19:14:29.204475,*ALL
89242ACM,12/17/13,F,1.25,1.0,2352966.3,24706.15,2013-12-17 19:14:29.204475,*ALL
89260ACM,12/17/13,A,1.25,1.0,-5910.0,0.0,2013-12-17 19:14:29.204475,*ALL
89268ACM,12/17/13,B,1.25,1.0,10789222.95,80919.17,2013-12-17 19:14:29.204475,*ALL
89288ACM,12/17/13,C,1.25,1.0,1666305.59,16663.06,2013-12-17 19:14:29.204475,*ALL
89300ACM,12/17/13,D,1.25,1.0,17500.0,201.25,2013-12-17 19:14:29.204475,*ALL
89320ACM,12/17/13,E,1.25,1.0,-7092670.85,0.0,2013-12-17 19:14:29.204475,*ALL
89324ACM,12/17/13,F,1.25,1.0,106422.27,1011.01,2013-12-17 19:14:29.204475,*ALL
89325ACM,12/17/13,A,1.25,1.0,-87400.0,0.0,2013-12-17 19:14:29.204475,*ALL
89326ACM,12/17/13,B,1.25,1.0,624343.94,6243.44,2013-12-17 19:14:29.204475,*ALL
89355ACM,12/17/13,C,1.25,1.0,485190.86,5579.69,2013-12-17 19:14:29.204475,*ALL
89408AC ,12/17/13,D,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
89415ACM,12/17/13,E,1.25,1.0,-594438.14,0.0,2013-12-17 19:14:29.204475,*ALL
89442ACM,12/17/13,F,1.25,1.0,318844.7,2391.34,2013-12-17 19:14:29.204475,*ALL
89444ACM,12/17/13,A,1.25,1.0,-110121.86,0.0,2013-12-17 19:14:29.204475,*ALL
89485ACM,12/17/13,B,1.25,1.0,-1691559.43,0.0,2013-12-17 19:14:29.204475,*ALL
89505ACM,12/17/13,C,1.25,1.0,4770.42,50.09,2013-12-17 19:14:29.204475,*ALL
89515ACM,12/17/13,D,1.25,1.0,44250.0,420.38,2013-12-17 19:14:29.204475,*ALL
89520ACM,12/17/13,E,1.25,1.0,2712342.48,20342.57,2013-12-17 19:14:29.204475,*ALL
89525ACM,12/17/13,F,1.25,1.0,168879.37,1688.79,2013-12-17 19:14:29.204475,*ALL
89529ACM,12/17/13,A,1.25,1.0,19492.17,224.16,2013-12-17 19:14:29.204475,*ALL
89530ACM,12/17/13,B,1.25,1.0,32973.02,346.22,2013-12-17 19:14:29.204475,*ALL
89535ACM,12/17/13,C,1.25,1.0,2953440.81,28057.69,2013-12-17 19:14:29.204475,*ALL
89542ACM,12/17/13,D,1.25,1.0,113500.0,851.25,2013-12-17 19:14:29.204475,*ALL
89546ACM,12/17/13,E,1.25,1.0,-2052062.38,0.0,2013-12-17 19:14:29.204475,*ALL
89555ACM,12/17/13,F,1.25,1.0,1655375.21,19036.81,2013-12-17 19:14:29.204475,*ALL
89560ACM,12/17/13,A,1.25,1.0,123124.8,1292.81,2013-12-17 19:14:29.204475,*ALL
89592ACM,12/17/13,B,1.25,1.0,391729.06,3721.43,2013-12-17 19:14:29.204475,*ALL
89594ACM,12/17/13,C,1.25,1.0,1221134.28,9158.51,2013-12-17 19:14:29.204475,*ALL
89596ACM,12/17/13,D,1.25,1.0,37977.0,379.77,2013-12-17 19:14:29.204475,*ALL
89597ACM,12/17/13,E,1.25,1.0,8043.34,92.5,2013-12-17 19:14:29.204475,*ALL
89636ACM,12/17/13,F,1.25,1.0,37354.55,392.22,2013-12-17 19:14:29.204475,*ALL
89644ACM,12/17/13,A,1.25,1.0,-5832.5,0.0,2013-12-17 19:14:29.204475,*ALL
89677AC ,12/17/13,B,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
89758ACM,12/17/13,C,1.25,1.0,33601.5,336.01,2013-12-17 19:14:29.204475,*ALL
89759ACM,12/17/13,D,1.25,1.0,1488300.0,17115.45,2013-12-17 19:14:29.204475,*ALL
89802ACM,12/17/13,E,1.25,1.0,33966.0,356.64,2013-12-17 19:14:29.204475,*ALL
89869ACM,12/17/13,F,1.25,1.0,137.5,1.31,2013-12-17 19:14:29.204475,*ALL
89870ACM,12/17/13,A,1.25,1.0,-550.0,0.0,2013-12-17 19:14:29.204475,*ALL
89888ACM,12/17/13,B,1.25,1.0,407639.53,4076.4,2013-12-17 19:14:29.204475,*ALL
89889ACM,12/17/13,C,1.25,1.0,323845.23,3724.22,2013-12-17 19:14:29.204475,*ALL
89891ACM,12/17/13,D,1.25,1.0,592693.7,6223.28,2013-12-17 19:14:29.204475,*ALL
89892ACM,12/17/13,E,1.25,1.0,-182604.83,0.0,2013-12-17 19:14:29.204475,*ALL
89896ACM,12/17/13,F,1.25,1.0,-25963.52,0.0,2013-12-17 19:14:29.204475,*ALL
89897ACM,12/17/13,A,1.25,1.0,113420.0,1134.2,2013-12-17 19:14:29.204475,*ALL
89900ACM,12/17/13,B,1.25,1.0,325940.51,3748.32,2013-12-17 19:14:29.204475,*ALL
89917ACM,12/17/13,C,1.25,1.0,-382215.17,0.0,2013-12-17 19:14:29.204475,*ALL
89955ACM,12/17/13,D,1.25,1.0,1475.0,14.01,2013-12-17 19:14:29.204475,*ALL
89956ACM,12/17/13,E,1.25,1.0,2066633.01,15499.75,2013-12-17 19:14:29.204475,*ALL
90134ACM,12/17/13,F,1.25,1.0,-22843481.55,0.0,2013-12-17 19:14:29.204475,*ALL
90157ACD,12/17/13,A,1.25,1.0,-277887.5,0.0,2013-12-17 19:14:29.204475,*ALL
90165ACD,12/17/13,B,1.25,1.0,167957.64,1763.56,2013-12-17 19:14:29.204475,*ALL
90169ACD,12/17/13,C,1.25,1.0,-56898.72,0.0,2013-12-17 19:14:29.204475,*ALL
90171ACD,12/17/13,D,1.25,1.0,84468.0,633.51,2013-12-17 19:14:29.204475,*ALL
90175ACD,12/17/13,E,1.25,1.0,-197485.0,0.0,2013-12-17 19:14:29.204475,*ALL
90178ACD,12/17/13,F,1.25,1.0,-129347.15,0.0,2013-12-17 19:14:29.204475,*ALL
90182ACD,12/17/13,A,1.25,1.0,-19993.75,0.0,2013-12-17 19:14:29.204475,*ALL
90183ACD,12/17/13,B,1.25,1.0,46186.45,438.77,2013-12-17 19:14:29.204475,*ALL
90191ACD,12/17/13,C,1.25,1.0,2710.0,20.32,2013-12-17 19:14:29.204475,*ALL
90193ACD,12/17/13,D,1.25,1.0,64000.0,640.0,2013-12-17 19:14:29.204475,*ALL
90194ACD,12/17/13,E,1.25,1.0,-388999.0,0.0,2013-12-17 19:14:29.204475,*ALL
90199ACD,12/17/13,F,1.25,1.0,-950689.65,0.0,2013-12-17 19:14:29.204475,*ALL
90201ACD,12/17/13,A,1.25,1.0,-387556.25,0.0,2013-12-17 19:14:29.204475,*ALL
90203ACD,12/17/13,B,1.25,1.0,2255103.18,16913.27,2013-12-17 19:14:29.204475,*ALL
90204ACD,12/17/13,C,1.25,1.0,33750.0,337.5,2013-12-17 19:14:29.204475,*ALL
90207ACD,12/17/13,D,1.25,1.0,304100.0,3497.15,2013-12-17 19:14:29.204475,*ALL
90214ACM,12/17/13,E,1.25,1.0,-77234.63,0.0,2013-12-17 19:14:29.204475,*ALL
90217ACM,12/17/13,F,1.25,1.0,3087369.77,29330.01,2013-12-17 19:14:29.204475,*ALL
90236ACD,12/17/13,A,1.25,1.0,-24937.5,0.0,2013-12-17 19:14:29.204475,*ALL
90238ACD,12/17/13,B,1.25,1.0,-20875.0,0.0,2013-12-17 19:14:29.204475,*ALL
90239ACD,12/17/13,C,1.25,1.0,-172812.5,0.0,2013-12-17 19:14:29.204475,*ALL
90243ACD,12/17/13,D,1.25,1.0,83250.0,874.13,2013-12-17 19:14:29.204475,*ALL
90244ACD,12/17/13,E,1.25,1.0,-31202628.85,0.0,2013-12-17 19:14:29.204475,*ALL
90245ACD,12/17/13,F,1.25,1.0,-22836053.84,0.0,2013-12-17 19:14:29.204475,*ALL
90246ACD,12/17/13,A,1.25,1.0,47150.0,471.5,2013-12-17 19:14:29.204475,*ALL
90250ACD,12/17/13,B,1.25,1.0,227688.5,2618.42,2013-12-17 19:14:29.204475,*ALL
90267ACD,12/17/13,C,1.25,1.0,-377075.0,0.0,2013-12-17 19:14:29.204475,*ALL
90268ACD,12/17/13,D,1.25,1.0,1990563.0,18910.35,2013-12-17 19:14:29.204475,*ALL
90269ACD,12/17/13,E,1.25,1.0,-74009.5,0.0,2013-12-17 19:14:29.204475,*ALL
90270ACD,12/17/13,F,1.25,1.0,-58600.0,0.0,2013-12-17 19:14:29.204475,*ALL
90278ACM,12/17/13,A,1.25,1.0,-2968.74,0.0,2013-12-17 19:14:29.204475,*ALL
90296ACM,12/17/13,B,1.25,1.0,46042.45,483.45,2013-12-17 19:14:29.204475,*ALL
90311ACM,12/17/13,C,1.25,1.0,313487.37,2978.13,2013-12-17 19:14:29.204475,*ALL
90317ACM,12/17/13,D,1.25,1.0,718956.0,5392.17,2013-12-17 19:14:29.204475,*ALL
90318ACM,12/17/13,E,1.25,1.0,27462.73,274.63,2013-12-17 19:14:29.204475,*ALL
90337ACM,12/17/13,F,1.25,1.0,259115.5,2979.83,2013-12-17 19:14:29.204475,*ALL
90339ACM,12/17/13,A,1.25,1.0,53656.0,563.39,2013-12-17 19:14:29.204475,*ALL
90341ACM,12/17/13,B,1.25,1.0,14807.06,140.67,2013-12-17 19:14:29.204475,*ALL
90352ACM,12/17/13,C,1.25,1.0,521579.76,3911.85,2013-12-17 19:14:29.204475,*ALL
90361ACM,12/17/13,D,1.25,1.0,318925.0,3189.25,2013-12-17 19:14:29.204475,*ALL
90403ACM,12/17/13,E,1.25,1.0,461479.37,5307.01,2013-12-17 19:14:29.204475,*ALL
90500ACM,12/17/13,F,1.25,1.0,318858.51,3348.01,2013-12-17 19:14:29.204475,*ALL
90526ACM,12/17/13,A,1.25,1.0,-30217.5,0.0,2013-12-17 19:14:29.204475,*ALL
90560ACM,12/17/13,B,1.25,1.0,128093.22,960.7,2013-12-17 19:14:29.204475,*ALL
90613ACM,12/17/13,C,1.25,1.0,12603851.33,126038.51,2013-12-17 19:14:29.204475,*ALL
90618ACM,12/17/13,D,1.25,1.0,9096303.0,104607.48,2013-12-17 19:14:29.204475,*ALL
90632ACD,12/17/13,E,1.25,1.0,-17492.0,0.0,2013-12-17 19:14:29.204475,*ALL
90639ACD,12/17/13,F,1.25,1.0,-1051138.75,0.0,2013-12-17 19:14:29.204475,*ALL
90640ACD,12/17/13,A,1.25,1.0,-25000.0,0.0,2013-12-17 19:14:29.204475,*ALL
90641ACD,12/17/13,B,1.25,1.0,-1900.0,0.0,2013-12-17 19:14:29.204475,*ALL
90721ACM,12/17/13,C,1.25,1.0,35064644.74,403243.41,2013-12-17 19:14:29.204475,*ALL
90724ACM,12/17/13,D,1.25,1.0,10136926.0,106437.72,2013-12-17 19:14:29.204475,*ALL
90730ACM,12/17/13,E,1.25,1.0,1987777.67,18883.89,2013-12-17 19:14:29.204475,*ALL
90740ACM,12/17/13,F,1.25,1.0,308397.24,2312.98,2013-12-17 19:14:29.204475,*ALL
90765ACM,12/17/13,A,1.25,1.0,631745.39,6317.45,2013-12-17 19:14:29.204475,*ALL
90778ACM,12/17/13,B,1.25,1.0,-560506.66,0.0,2013-12-17 19:14:29.204475,*ALL
90790ACM,12/17/13,C,1.25,1.0,538796.26,5657.36,2013-12-17 19:14:29.204475,*ALL
90821ACM,12/17/13,D,1.25,1.0,86225.0,819.14,2013-12-17 19:14:29.204475,*ALL
90827ACM,12/17/13,E,1.25,1.0,-322581.71,0.0,2013-12-17 19:14:29.204475,*ALL
90829ACM,12/17/13,F,1.25,1.0,-22273525.95,0.0,2013-12-17 19:14:29.204475,*ALL
90838ACM,12/17/13,A,1.25,1.0,19681.72,226.34,2013-12-17 19:14:29.204475,*ALL
90932ACM,12/17/13,B,1.25,1.0,35687.6,374.72,2013-12-17 19:14:29.204475,*ALL
91017AC ,12/17/13,C,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
91064AC ,12/17/13,D,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
91065AC ,12/17/13,E,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
91066AC ,12/17/13,F,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
91085ACM,12/17/13,A,1.25,1.0,-211260.0,0.0,2013-12-17 19:14:29.204475,*ALL
91094ACM,12/17/13,B,1.25,1.0,1834.41,17.43,2013-12-17 19:14:29.204475,*ALL
91103ACM,12/17/13,C,1.25,1.0,-165157.64,0.0,2013-12-17 19:14:29.204475,*ALL
91125ACM,12/17/13,D,1.25,1.0,1876922.0,18769.22,2013-12-17 19:14:29.204475,*ALL
91161ACM,12/17/13,E,1.25,1.0,-3572897.94,0.0,2013-12-17 19:14:29.204475,*ALL
91173ACM,12/17/13,F,1.25,1.0,132597.24,1392.27,2013-12-17 19:14:29.204475,*ALL
91174ACD,12/17/13,A,1.25,1.0,57364640.0,544964.08,2013-12-17 19:14:29.204475,*ALL
91175ACD,12/17/13,B,1.25,1.0,16789678.34,125922.59,2013-12-17 19:14:29.204475,*ALL
91176ACD,12/17/13,C,1.25,1.0,-8456171.79,0.0,2013-12-17 19:14:29.204475,*ALL
91177ACD,12/17/13,D,1.25,1.0,9682000.0,111343.0,2013-12-17 19:14:29.204475,*ALL
91178ACD,12/17/13,E,1.25,1.0,-150192.5,0.0,2013-12-17 19:14:29.204475,*ALL
91180ACD,12/17/13,F,1.25,1.0,-88055.72,0.0,2013-12-17 19:14:29.204475,*ALL
91182ACD,12/17/13,A,1.25,1.0,2162.5,16.22,2013-12-17 19:14:29.204475,*ALL
91195ACM,12/17/13,B,1.25,1.0,81771.96,817.72,2013-12-17 19:14:29.204475,*ALL
91210ACD,12/17/13,C,1.25,1.0,-158328.8,0.0,2013-12-17 19:14:29.204475,*ALL
91219ACM,12/17/13,D,1.25,1.0,64800.0,680.4,2013-12-17 19:14:29.204475,*ALL
91237ACD,12/17/13,E,1.25,1.0,-50062.5,0.0,2013-12-17 19:14:29.204475,*ALL
91240ACD,12/17/13,F,1.25,1.0,-389150.0,0.0,2013-12-17 19:14:29.204475,*ALL
91257ACM,12/17/13,A,1.25,1.0,2511732.02,25117.32,2013-12-17 19:14:29.204475,*ALL
91272ACM,12/17/13,B,1.25,1.0,164672.46,1893.73,2013-12-17 19:14:29.204475,*ALL
91273ACM,12/17/13,C,1.25,1.0,137760.01,1446.48,2013-12-17 19:14:29.204475,*ALL
91274ACM,12/17/13,D,1.25,1.0,80124.0,761.18,2013-12-17 19:14:29.204475,*ALL
91292ACM,12/17/13,E,1.25,1.0,-1221150.0,0.0,2013-12-17 19:14:29.204475,*ALL
91293ACM,12/17/13,F,1.25,1.0,-3007.4,0.0,2013-12-17 19:14:29.204475,*ALL
91297ACM,12/17/13,A,1.25,1.0,-8100.0,0.0,2013-12-17 19:14:29.204475,*ALL
91333ACM,12/17/13,B,1.25,1.0,-1185291.03,0.0,2013-12-17 19:14:29.204475,*ALL
91336ACM,12/17/13,C,1.25,1.0,32673.12,310.39,2013-12-17 19:14:29.204475,*ALL
91353ACM,12/17/13,D,1.25,1.0,72275.0,542.06,2013-12-17 19:14:29.204475,*ALL
91355ACM,12/17/13,E,1.25,1.0,4871119.79,48711.2,2013-12-17 19:14:29.204475,*ALL
91376ACM,12/17/13,F,1.25,1.0,396312.25,4557.59,2013-12-17 19:14:29.204475,*ALL
91383ACM,12/17/13,A,1.25,1.0,1843.75,19.36,2013-12-17 19:14:29.204475,*ALL
91388ACM,12/17/13,B,1.25,1.0,-378290.13,0.0,2013-12-17 19:14:29.204475,*ALL
91391AC ,12/17/13,C,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
91396ACM,12/17/13,D,1.25,1.0,200825.0,2008.25,2013-12-17 19:14:29.204475,*ALL
91399ACM,12/17/13,E,1.25,1.0,-10.0,0.0,2013-12-17 19:14:29.204475,*ALL
91403ACM,12/17/13,F,1.25,1.0,-1475939.16,0.0,2013-12-17 19:14:29.204475,*ALL
91404ACM,12/17/13,A,1.25,1.0,5095.0,48.4,2013-12-17 19:14:29.204475,*ALL
91406ACM,12/17/13,B,1.25,1.0,8190.0,61.42,2013-12-17 19:14:29.204475,*ALL
91408ACM,12/17/13,C,1.25,1.0,20752.5,207.53,2013-12-17 19:14:29.204475,*ALL
91426ACM,12/17/13,D,1.25,1.0,182750.0,2101.63,2013-12-17 19:14:29.204475,*ALL
91427ACM,12/17/13,E,1.25,1.0,471642.68,4952.25,2013-12-17 19:14:29.204475,*ALL
91432ACD,12/17/13,F,1.25,1.0,1502.92,14.28,2013-12-17 19:14:29.204475,*ALL
91436AC ,12/17/13,A,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
91438ACM,12/17/13,B,1.25,1.0,-393205.19,0.0,2013-12-17 19:14:29.204475,*ALL
91439ACM,12/17/13,C,1.25,1.0,15285885.34,175787.68,2013-12-17 19:14:29.204475,*ALL
91443ACM,12/17/13,D,1.25,1.0,236954.0,2488.02,2013-12-17 19:14:29.204475,*ALL
91447ACM,12/17/13,E,1.25,1.0,2981878.72,28327.85,2013-12-17 19:14:29.204475,*ALL
91453ACM,12/17/13,F,1.25,1.0,6288.75,47.17,2013-12-17 19:14:29.204475,*ALL
91455ACD,12/17/13,A,1.25,1.0,108100.0,1081.0,2013-12-17 19:14:29.204475,*ALL
91461ACD,12/17/13,B,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
91462AC ,12/17/13,C,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
91465ACM,12/17/13,D,1.25,1.0,143500.0,1363.25,2013-12-17 19:14:29.204475,*ALL
91475ACM,12/17/13,E,1.25,1.0,547621.6,4107.16,2013-12-17 19:14:29.204475,*ALL
91482ACM,12/17/13,F,1.25,1.0,-9200.0,0.0,2013-12-17 19:14:29.204475,*ALL
91490ACM,12/17/13,A,1.25,1.0,2940798.43,33819.18,2013-12-17 19:14:29.204475,*ALL
91492AC ,12/17/13,B,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
91499AC ,12/17/13,C,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
91501ACM,12/17/13,D,1.25,1.0,16400.0,123.0,2013-12-17 19:14:29.204475,*ALL
91502ACD,12/17/13,E,1.25,1.0,-34341.1,0.0,2013-12-17 19:14:29.204475,*ALL
91511ACM,12/17/13,F,1.25,1.0,1769029.02,20343.83,2013-12-17 19:14:29.204475,*ALL
91513ACM,12/17/13,A,1.25,1.0,3367.0,35.35,2013-12-17 19:14:29.204475,*ALL
91514ACM,12/17/13,B,1.25,1.0,-138480.0,0.0,2013-12-17 19:14:29.204475,*ALL
91515ACM,12/17/13,C,1.25,1.0,-1186647.32,0.0,2013-12-17 19:14:29.204475,*ALL
91517AC ,12/17/13,D,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
91521AC ,12/17/13,E,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
91522AC ,12/17/13,F,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
91523AC ,12/17/13,A,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
91540ACM,12/17/13,B,1.25,1.0,71509.13,536.32,2013-12-17 19:14:29.204475,*ALL
91546ACM,12/17/13,C,1.25,1.0,11420.0,114.2,2013-12-17 19:14:29.204475,*ALL
91547ACM,12/17/13,D,1.25,1.0,12775.0,146.91,2013-12-17 19:14:29.204475,*ALL
91548ACM,12/17/13,E,1.25,1.0,2421.81,25.43,2013-12-17 19:14:29.204475,*ALL
91556ACM,12/17/13,F,1.25,1.0,202148.48,1920.41,2013-12-17 19:14:29.204475,*ALL
91562ACM,12/17/13,A,1.25,1.0,-387533.75,0.0,2013-12-17 19:14:29.204475,*ALL
91564ACM,12/17/13,B,1.25,1.0,98065.79,980.66,2013-12-17 19:14:29.204475,*ALL
91565ACM,12/17/13,C,1.25,1.0,58338.37,670.89,2013-12-17 19:14:29.204475,*ALL
91567ACM,12/17/13,D,1.25,1.0,1041400.0,10934.7,2013-12-17 19:14:29.204475,*ALL
91568ACM,12/17/13,E,1.25,1.0,3790.0,36.01,2013-12-17 19:14:29.204475,*ALL
91569ACM,12/17/13,F,1.25,1.0,1432159.22,10741.19,2013-12-17 19:14:29.204475,*ALL
91577ACM,12/17/13,A,1.25,1.0,-142390.0,0.0,2013-12-17 19:14:29.204475,*ALL
91581AC ,12/17/13,B,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
91582AC ,12/17/13,C,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
91583AC ,12/17/13,D,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
91617ACM,12/17/13,E,1.25,1.0,27642.84,207.32,2013-12-17 19:14:29.204475,*ALL
91619ACM,12/17/13,F,1.25,1.0,49592.65,495.93,2013-12-17 19:14:29.204475,*ALL
91641ACA,12/17/13,A,1.25,1.0,168325.0,1935.74,2013-12-17 19:14:29.204475,*ALL
91656ACM,12/17/13,B,1.25,1.0,985459.78,10347.33,2013-12-17 19:14:29.204475,*ALL
91663ACD,12/17/13,C,1.25,1.0,-104330.0,0.0,2013-12-17 19:14:29.204475,*ALL
91685AC ,12/17/13,D,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
91686AC ,12/17/13,E,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
91696ACM,12/17/13,F,1.25,1.0,46932.0,539.72,2013-12-17 19:14:29.204475,*ALL
91697AC ,12/17/13,A,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
91951ACM,12/17/13,B,1.25,1.0,411000.0,3904.5,2013-12-17 19:14:29.204475,*ALL
91952ACM,12/17/13,C,1.25,1.0,-592373.92,0.0,2013-12-17 19:14:29.204475,*ALL
91953ACM,12/17/13,D,1.25,1.0,348500.0,3485.0,2013-12-17 19:14:29.204475,*ALL
91955ACM,12/17/13,E,1.25,1.0,-50.0,0.0,2013-12-17 19:14:29.204475,*ALL
91956ACM,12/17/13,F,1.25,1.0,-20057.64,0.0,2013-12-17 19:14:29.204475,*ALL
92006AC ,12/17/13,A,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
92039ACA,12/17/13,B,1.25,1.0,6852040.0,51390.3,2013-12-17 19:14:29.204475,*ALL
92058ACM,12/17/13,C,1.25,1.0,332274.28,3322.74,2013-12-17 19:14:29.204475,*ALL
92059ACM,12/17/13,D,1.25,1.0,430500.0,4950.75,2013-12-17 19:14:29.204475,*ALL
92064ACM,12/17/13,E,1.25,1.0,-25597.2,0.0,2013-12-17 19:14:29.204475,*ALL
92065ACM,12/17/13,F,1.25,1.0,26648.7,253.16,2013-12-17 19:14:29.204475,*ALL
92067ACM,12/17/13,A,1.25,1.0,26092.5,195.69,2013-12-17 19:14:29.204475,*ALL
92068ACM,12/17/13,B,1.25,1.0,4114.1,41.14,2013-12-17 19:14:29.204475,*ALL
92071ACM,12/17/13,C,1.25,1.0,-2057399.95,0.0,2013-12-17 19:14:29.204475,*ALL
92072ACM,12/17/13,D,1.25,1.0,2678150.0,28120.58,2013-12-17 19:14:29.204475,*ALL
92073ACM,12/17/13,E,1.25,1.0,-128291.69,0.0,2013-12-17 19:14:29.204475,*ALL
92080AC ,12/17/13,F,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
92087ACM,12/17/13,A,1.25,1.0,-380655.0,0.0,2013-12-17 19:14:29.204475,*ALL
92089ACM,12/17/13,B,1.25,1.0,188192.79,2164.22,2013-12-17 19:14:29.204475,*ALL
92099AC ,12/17/13,C,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
92156ACM,12/17/13,D,1.25,1.0,215500.0,2047.25,2013-12-17 19:14:29.204475,*ALL
92163ACM,12/17/13,E,1.25,1.0,1383.28,10.37,2013-12-17 19:14:29.204475,*ALL
92164ACM,12/17/13,F,1.25,1.0,-50559.51,0.0,2013-12-17 19:14:29.204475,*ALL
92166ACM,12/17/13,A,1.25,1.0,-45945.26,0.0,2013-12-17 19:14:29.204475,*ALL
92167ACM,12/17/13,B,1.25,1.0,81305.89,853.71,2013-12-17 19:14:29.204475,*ALL
92169ACM,12/17/13,C,1.25,1.0,5336.38,50.7,2013-12-17 19:14:29.204475,*ALL
92190ACM,12/17/13,D,1.25,1.0,90500.0,678.75,2013-12-17 19:14:29.204475,*ALL
92192ACM,12/17/13,E,1.25,1.0,-625.25,0.0,2013-12-17 19:14:29.204475,*ALL
92193ACM,12/17/13,F,1.25,1.0,23812.5,273.84,2013-12-17 19:14:29.204475,*ALL
92194ACM,12/17/13,A,1.25,1.0,30417.5,319.38,2013-12-17 19:14:29.204475,*ALL
92201AC ,12/17/13,B,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
92291ACM,12/17/13,C,1.25,1.0,1570356.28,11777.67,2013-12-17 19:14:29.204475,*ALL
92378ACN,12/17/13,D,1.25,1.0,303400.0,3034.0,2013-12-17 19:14:29.204475,*ALL
92440AC ,12/17/13,E,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
92442AC ,12/17/13,F,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
92444AC ,12/17/13,A,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
92445AC ,12/17/13,B,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
92448AC ,12/17/13,C,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
92451AC ,12/17/13,D,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
92455AC ,12/17/13,E,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
92456AC ,12/17/13,F,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
92457AC ,12/17/13,A,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
92458AC ,12/17/13,B,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
