"38963ACM","12-20-2013","USD",4334.5,21660.5,25995,26100,-105,,
"38964ACM","12-20-2013","GBP",-4252.5,16537.5,12285,12300,-15,,
"38966ACM","12-20-2013","USD",-6787.5,68137.5,61350,61500,-150,,
"38967ACM","12-20-2013","GBP",-5430,54510,49080,49200,-120,,
"38968ACM","12-20-2013","USD",-3167.5,31797.5,28630,28700,-70,,
"38972ACM","12-20-2013","GBP",-194812.5,1523190.15,1328377.65,698307,630070.65,,
"38979ACM","12-20-2013","USD",-99945.5,716070.5,616125,617500,-1375,,
"39009ACM","12-20-2013","GBP",1106490.48,-316897.02,789593.46,795050,-5456.54,,
"39011ACM","12-20-2013","USD",-322091.83,3116753.96,2794662.13,3076025,-281362.87,,
"39051ACM","12-20-2013","GBP",18468.72,-956.28,17512.44,17700,-187.56,,
"39052ACM","12-20-2013","USD",9234.36,-478.14,8756.22,8850,-93.78,,
"39056ACM","12-20-2013","GBP",1395,6785,8180,8200,-20,,
"39069ACM","12-20-2013","USD",53177.9,159568.75,212746.65,221775,-9028.35,,
"39087ACM","12-20-2013","GBP",10773.42,-557.83,10215.59,10325,-109.41,,
"39089ACM","12-20-2013","USD",4617.18,-239.07,4378.11,4425,-46.89,,
"39090ACM","12-20-2013","GBP",26164.02,-1354.73,24809.29,25075,-265.71,,
"39092ACM","12-20-2013","USD",63256.24,-29818.76,33437.48,33900,-462.52,,
"39093ACM","12-20-2013","GBP",114670.5,95189.5,209860,207800,2060,,
"39095ACM","12-20-2013","USD",14397.5,5822.5,20220,20700,-480,,
"39096ACM","12-20-2013","GBP",71987.5,29112.5,101100,103500,-2400,,
"39098ACM","12-20-2013","USD",46750,696575,743325,785400,-42075,,
"39099ACM","12-20-2013","GBP",101827.5,41322.5,143150,143500,-350,,
"39101ACM","12-20-2013","USD",171570,-88770,82800,84000,-1200,,
"39143ACM","12-20-2013","GBP",1000,14900,15900,16800,-900,,
"39145ACM","12-20-2013","USD",-42817.5,75697.5,32880,32800,80,,
"39146ACM","12-20-2013","GBP",3072.5,1017.5,4090,4100,-10,,
"39148ACM","12-20-2013","USD",141608,-19588,122020,125600,-3580,,
"39149ACM","12-20-2013","GBP",58930,-3505,55425,57400,-1975,,
"39155ACM","12-20-2013","USD",-15000,72882.79,57882.79,61500,-3617.21,,
"39156ACM","12-20-2013","GBP",1490,12360,13850,13800,50,,
"39158ACM","12-20-2013","USD",-5781.25,118875,113093.75,133875,-20781.25,,
"39159ACM","12-20-2013","GBP",10350.5,-3500.5,6850,6900,-50,,
"39163ACM","12-20-2013","USD",69225,132888.63,202113.63,123000,79113.63,,
"39164ACM","12-20-2013","GBP",-9350,9010,-340,278800,-279140,,
"39165ACA","12-20-2013","USD",-3167428.86,21767605.05,18600176.19,20287197,18600176.19,,
"39178AC ","12-20-2013","GBP",-85837.5,147171.52,61334.02,160565,-99230.98,,
"39179AC ","12-20-2013","USD",50295.47,-218306.92,-168011.45,442500,-610511.45,,
"39181ACM","12-20-2013","GBP",177652.5,-44247.5,133405,136500,-3095,,
"39183ACM","12-20-2013","USD",-262.5,4357.5,4095,4100,-5,,
"39191ACM","12-20-2013","GBP",187.5,2731.24,2918.74,2950,-31.26,,
"39362ACM","12-20-2013","USD",-127857.5,565618.89,437761.39,328600,109161.39,,
"39364ACM","12-20-2013","GBP",-3820638.59,11546387.17,7725748.58,6393424,1332324.58,,
"39441ACM","12-20-2013","USD",-1171.85,8625,7453.15,7375,78.15,,
"39443ACM","12-20-2013","GBP",291450,168600,460050,472800,-12750,,
"39444ACM","12-20-2013","USD",175750,2618675,2794425,2952600,-158175,,
"39445ACM","12-20-2013","GBP",1250,18625,19875,21000,-1125,,
"39446ACM","12-20-2013","USD",-27187.4,57000,29812.6,29500,312.6,,
"39476ACM","12-20-2013","GBP",353750,672500,1026250,1025000,1250,,
"39477ACM","12-20-2013","USD",-5670,22050,16380,16400,-20,,
"39478ACM","12-20-2013","GBP",-26375,91895,65520,65600,-80,,
"39527ACM","12-20-2013","USD",165854.55,75395.45,241250,241250,0,,
"39591ACM","12-20-2013","GBP",942420,-944680,-2260,926600,-2260,,
"39595ACA","12-20-2013","USD",-481888.98,8389307.52,7907418.54,35399199,7907418.54,,
"39597ACM","12-20-2013","GBP",-115235.62,26973841.28,26858605.66,9377168,17481437.66,,
"39726AC ","12-20-2013","USD",42803332.52,-9580798.71,33222533.81,33944720.25,-722186.44,,
"39727AC ","12-20-2013","GBP",-83947.5,-3576425,-3660372.5,352500,-4012872.5,,
"39728AC ","12-20-2013","USD",575640,-3205802,-2630162,579750,-3209912,,
"39773ACM","12-20-2013","GBP",50390.5,146708.75,197099.25,73750,123349.25,,
"39880ACM","12-20-2013","USD",-1250,50659.65,49409.65,32000,17409.65,,
"39912ACM","12-20-2013","GBP",105468,421737.71,527205.71,221250,305955.71,,
"39915ACM","12-20-2013","USD",10322.64,-311246.99,-300924.35,668175,-300924.35,,
"39935ACM","12-20-2013","GBP",1178990.63,-914020.33,264970.3,1370975,264970.3,,
"39950ACM","12-20-2013","USD",-500630.7,7462030.88,6961400.18,978760.25,5982639.93,,
"60157ACM","12-20-2013","GBP",111630,1390800,1502430,1500600,1830,,
"60225ACM","12-20-2013","USD",13906.17,-13937.47,-31.3,16300,-16331.3,,
"60428ACM","12-20-2013","GBP",70687.5,508554.21,579241.71,495450,83791.71,,
"60605ACM","12-20-2013","USD",-16116216.52,-309499718,-325615934.5,25020,-325640954.5,,
"60624ACM","12-20-2013","GBP",-37940,1406425.6,1368485.6,168100,1200385.6,,
"60686ACM","12-20-2013","USD",-26962.5,33712.5,6750,147150,6750,,
"60744ACM","12-20-2013","GBP",-49216,233546.49,184330.49,67600,116730.49,,
"60776AC ","12-20-2013","USD",-709220,1442911.38,733691.38,515200,218491.38,,
"60778AC ","12-20-2013","GBP",8850,109836.11,118686.11,79750,38936.11,,
"60779AC ","12-20-2013","USD",10500,253159.46,263659.46,30100,233559.46,,
"60784ACM","12-20-2013","GBP",426248.71,-153664.31,272584.4,476150,272584.4,,
"60808ACM","12-20-2013","USD",-937.5,1046314.74,1045377.24,50904.25,994472.99,,
"60821ACM","12-20-2013","GBP",-33170,356991,323821,98800,225021,,
"60848ACM","12-20-2013","USD",-38085.75,244401.74,206315.99,36875,169440.99,,
"60873ACM","12-20-2013","GBP",-223263.04,-378743.5,-602006.54,270306,-602006.54,,
"60875ACM","12-20-2013","USD",75200.9,6254625.21,6329826.11,7561500,-1231673.89,,
"60877ACM","12-20-2013","GBP",-2060885.22,5929274.2,3868388.98,3808000,60388.98,,
"60878ACM","12-20-2013","USD",-503202.54,3503756.21,3000553.67,3084150,-83596.33,,
"60882ACM","12-20-2013","GBP",367650,20515.09,388165.09,463300,388165.09,,
"60922ACM","12-20-2013","USD",17400,124423.68,141823.68,108000,33823.68,,
"60924ACM","12-20-2013","GBP",11475,-44.54,11430.46,38250,-26819.54,,
"60986ACM","12-20-2013","USD",-159548.11,260855.32,101307.21,149244,-47936.79,,
"60993ACM","12-20-2013","GBP",-88050,361429.41,273379.41,123000,150379.41,,
"61028ACM","12-20-2013","USD",-86874.95,263974.97,177100.02,46137.85,130962.17,,
"61029ACM","12-20-2013","GBP",-22242.18,199185.68,176943.5,4269.9,172673.6,,
"61095ACM","12-20-2013","USD",1690875,4265403.72,5956278.72,1660500,4295778.72,,
"61102ACM","12-20-2013","GBP",-7550.67,-28169.34,-35720.01,20800,-56520.01,,
"61104ACM","12-20-2013","USD",-937.5,7125,6187.5,5000,1187.5,,
"61121ACM","12-20-2013","GBP",51593.48,-53820.34,-2226.86,98066,-2226.86,,
"61122ACM","12-20-2013","USD",136186.81,-136226.34,-39.53,152700,-39.53,,
"61155ACM","12-20-2013","GBP",-56250,9985678.98,9929428.98,442500,9486928.98,,
"61162AC ","12-20-2013","USD",660933,1206953.28,1867886.28,810000,1057886.28,,
"61163AC ","12-20-2013","GBP",-537250,16084180.67,15546930.67,2050000,13496930.67,,
"61165AC ","12-20-2013","USD",250,9482490.89,9482740.89,163750,9318990.89,,
"61175ACM","12-20-2013","GBP",-138125,9473168.08,9335043.08,779000,8556043.08,,
"61180ACM","12-20-2013","USD",-214775,5914062,5699287,1783500,3915787,,
"61205ACM","12-20-2013","GBP",16500,610500,627000,594000,33000,,
"61208ACM","12-20-2013","USD",2150,741752.57,743902.57,266500,477402.57,,
"61209ACM","12-20-2013","GBP",-1469890.47,5091346.53,3621456.06,2288875,1332581.06,,
"61212ACM","12-20-2013","USD",-1305758.25,4160462.23,2854703.98,1823650,1031053.98,,
"61215ACM","12-20-2013","GBP",14750,545750.11,560500.11,531000,29500.11,,
"61220ACM","12-20-2013","USD",-285875,2265575,1979700,1797500,182200,,
"61223ACM","12-20-2013","GBP",-16300,57200,40900,41000,-100,,
"61225ACM","12-20-2013","USD",-262.5,-2.1,-264.6,4100,-4364.6,,
"61226ACM","12-20-2013","GBP",-78.12,1568.75,1490.63,1475,15.63,,
"61229ACM","12-20-2013","USD",-15150,93312.41,78162.41,108750,-30587.59,,
"61241ACM","12-20-2013","GBP",-25210,1341355.93,1316145.93,199750,1116395.93,,
"61242ACM","12-20-2013","USD",7395,-545,6850,6900,-50,,
"61244ACM","12-20-2013","GBP",-2100,-14.7,-2114.7,28700,-30814.7,,
"61253ACM","12-20-2013","USD",-4593.75,25406.06,20812.31,4425,20812.31,,
"61266ACM","12-20-2013","GBP",378676.29,602349.57,981025.86,668175,312850.86,,
"61267ACM","12-20-2013","USD",-428340.03,1768015.03,1339675,859075,480600,,
"61283ACM","12-20-2013","GBP",-6575124.43,21316523.69,14741399.26,8599850,6141549.26,,
"61284ACM","12-20-2013","USD",-698768.09,2248886.49,1550118.4,934325,615793.4,,
"61298ACM","12-20-2013","GBP",1288250,-437510,850740,817000,33740,,
"61358ACM","12-20-2013","USD",4125,8937.5,13062.5,10800,2262.5,,
"61376AC ","12-20-2013","GBP",-1791916.34,12700457.99,10908541.65,23300331,-12391789.35,,
"61377ACM","12-20-2013","USD",25625,47343.5,72968.5,73750,-781.5,,
"61378ACM","12-20-2013","GBP",-550,-4.2,-554.2,8200,-8754.2,,
"61380ACM","12-20-2013","USD",106865.96,57200.6,164066.56,94300,69766.56,,
"61395ACM","12-20-2013","GBP",4268104.25,20609047.23,24877151.48,7338125,17539026.48,,
"61411ACM","12-20-2013","USD",20295,65586.86,85881.86,86100,-218.14,,
"61414ACM","12-20-2013","GBP",51776.45,375629.9,427406.35,298400,129006.35,,
"61422ACN","12-20-2013","USD",-74747.5,-118148.43,-192895.93,90420,-283315.93,,
"61438ACN","12-20-2013","GBP",-1417.5,-14046.3,-15463.8,16800,-32263.8,,
"61444ACM","12-20-2013","USD",453514.5,6705467.23,7158981.73,663750,6495231.73,,
"61459ACM","12-20-2013","GBP",-553175,1687760,1134585,594500,540085,,
"61464ACM","12-20-2013","USD",-11657.44,156022.85,144365.41,168295,-23929.59,,
"61475ACM","12-20-2013","GBP",101827.79,-165093.68,-63265.89,112279.62,-175545.51,,
"61483ACM","12-20-2013","USD",366.25,4729.65,5095.9,2275,2820.9,,
"61484ACM","12-20-2013","GBP",-5845,16115,10270,10250,20,,
"61497ACM","12-20-2013","USD",545,6979.95,7524.95,5513,2011.95,,
"61500ACM","12-20-2013","GBP",-1175400,151106149.1,149930749.1,6027231.23,143903517.9,,
"61507ACM","12-20-2013","USD",-51900,1975502.58,1923602.58,1492871.5,430731.08,,
"61542AC ","12-20-2013","GBP",42624.81,29065905.59,29108530.4,120550,28987980.4,,
"61581ACM","12-20-2013","USD",32585.71,40126.83,72712.54,42125,72712.54,,
"61583ACM","12-20-2013","GBP",61232.2,-642069.79,-580837.59,231200,-812037.59,,
"61585ACM","12-20-2013","USD",-1172201.68,29343541.1,28171339.42,2445000,25726339.42,,
"61588ACM","12-20-2013","GBP",204523.75,3397220.45,3601744.2,1359886,2241858.2,,
"61603AC ","12-20-2013","USD",-465764.9,3378422.15,2912657.25,3387671,-475013.75,,
"61614ACM","12-20-2013","GBP",-3750,1715309.77,1711559.77,1537500,174059.77,,
"61623ACM","12-20-2013","USD",214382.36,416872.1,631254.46,292529,338725.46,,
"61624ACM","12-20-2013","GBP",1657274.94,-390529.24,1266745.7,2227250,-960504.3,,
"61625ACM","12-20-2013","USD",262194.97,-308864.11,-46669.14,484175,-530844.14,,
"61626ACM","12-20-2013","GBP",11187.44,373397.78,384585.22,11800,372785.22,,
"61627ACM","12-20-2013","USD",-3093.74,-305339.96,-308433.7,2950,-311383.7,,
"61632ACM","12-20-2013","GBP",255950.38,-262012.06,-6061.68,602700,-608761.68,,
"61637ACM","12-20-2013","USD",532.5,-39459.14,-38926.64,6700,-45626.64,,
"61645ACM","12-20-2013","GBP",-568915,-74662593.26,-75231508.26,11730767,-75231508.26,,
"61647ACM","12-20-2013","USD",-187032.89,41580447.87,41393414.98,5399325,35994089.98,,
"61658ACM","12-20-2013","GBP",-1447586.97,15409169.68,13961582.71,4902460,9059122.71,,
"61836ACM","12-20-2013","USD",59585.72,538382.54,597968.26,464160,597968.26,,
"61903ACM","12-20-2013","GBP",129850,8602838.98,8732688.98,1015625,7717063.98,,
"61911ACM","12-20-2013","USD",-1875000,-3526591.65,-5401591.65,374050,-5775641.65,,
"61913ACM","12-20-2013","GBP",-2429220,4109898,1680678,500000,1180678,,
"61919ACM","12-20-2013","USD",74375,4064799.73,4139174.73,1025000,3114174.73,,
"61968ACM","12-20-2013","GBP",1287015.75,3766642.89,5053658.64,1481950,3571708.64,,
"61975AC ","12-20-2013","USD",1687.5,8649386.22,8651073.72,8525,8642548.72,,
"62003AC ","12-20-2013","GBP",46980,-47134.91,-154.91,65600,-65754.91,,
"62025ACK","12-20-2013","USD",308802.5,520898.69,829701.19,469625,360076.19,,
"62167ACM","12-20-2013","GBP",33727.5,3082.5,36810,36900,-90,,
"62180ACM","12-20-2013","USD",3812.5,28362.5,32175,24750,7425,,
"62207ACM","12-20-2013","GBP",16734,18145701.43,18162435.43,3549410,14613025.43,,
"62284ACM","12-20-2013","USD",18972520.69,354698584.8,373671105.5,57373200,316297905.5,,
"62386ACM","12-20-2013","GBP",1130279.5,-36196395.51,-35066116.01,14530000,-49596116.01,,
"62446ACM","12-20-2013","USD",-476327.3,1133398.78,657071.48,446250,210821.48,,
"62578ACM","12-20-2013","GBP",8671.83,11580.01,20251.84,8925,11326.84,,
"62630ACM","12-20-2013","USD",300,15227.16,15527.16,2250,13277.16,,
"62637ACM","12-20-2013","GBP",2500,34512.31,37012.31,10450,26562.31,,
"62766ACM","12-20-2013","USD",-6349.9,-6661615.83,-6667965.73,60100,-6728065.73,,
"62767ACM","12-20-2013","GBP",-938217.6,4111616.7,3173399.1,27006753.5,-23833354.4,,
"62768ACM","12-20-2013","USD",228644,9626559.48,9855203.48,1090900,8764303.48,,
"62769ACM","12-20-2013","GBP",1205135.34,-41244583.33,-40039447.99,6025741,-46065188.99,,
"62770AC ","12-20-2013","USD",-521355,-3499824.65,-4021179.65,376100,-4397279.65,,
"62771AC ","12-20-2013","GBP",-346325,-4832305.8,-5178630.8,287000,-5465630.8,,
"62774ACM","12-20-2013","USD",120400,8664917.82,8785317.82,352600,8432717.82,,
"62776ACM","12-20-2013","GBP",45925,921362.78,967287.78,449250,518037.78,,
"62815ACM","12-20-2013","USD",-354672,2670959.43,2316287.43,666500,2316287.43,,
"62913ACM","12-20-2013","GBP",-30195,168146.77,137951.77,405900,-267948.23,,
"62966ACM","12-20-2013","USD",-1745407.5,1740104.76,-5302.74,5030700,-5036002.74,,
"62982ACM","12-20-2013","GBP",22804.64,8926.54,31731.18,32950,-1218.82,,
"62984ACM","12-20-2013","USD",56125,491230.66,547355.66,61500,485855.66,,
"62988ACM","12-20-2013","GBP",9082.5,207728.08,216810.58,69700,147110.58,,
"63005ACM","12-20-2013","USD",-173140.9,2942219.75,2769078.85,851296.93,1917781.92,,
"63037ACM","12-20-2013","GBP",430857,7767653.28,8198510.28,632500,7566010.28,,
"63041ACM","12-20-2013","USD",23906.35,78295.21,102201.56,36875,65326.56,,
"63043ACM","12-20-2013","GBP",-56200,77862.25,21662.25,164000,-142337.75,,
"63044ACM","12-20-2013","USD",517395.46,12289059.28,12806454.74,2641557,10164897.74,,
"63053ACM","12-20-2013","GBP",259495.4,-13588268.4,-13328773,4148136,-17476909,,
"63058ACM","12-20-2013","USD",174144.61,2649435.04,2823579.65,1795794,1027785.65,,
"63065ACV","12-20-2013","GBP",-2905487.5,47393130.7,44487643.2,19686000,24801643.2,,
"63100ACM","12-20-2013","USD",-304686,-171300031.1,-171604717.1,295000,-171899717.1,,
"63109ACM","12-20-2013","GBP",-257810,-88096965.14,-88354775.14,737500,-89092275.14,,
"63110ACM","12-20-2013","USD",9375,-268154.57,-258779.57,147500,-406279.57,,
"63112ACM","12-20-2013","GBP",-747112.6,11473488.5,10726375.9,970550,9755825.9,,
"63116ACM","12-20-2013","USD",-1131.16,24788901.97,24787770.81,92925,24694845.81,,
"63117ACM","12-20-2013","GBP",-133935.94,5135736.52,5001800.58,811250,4190550.58,,
"63118ACM","12-20-2013","USD",-1287029.73,4538655.38,3251625.65,2838770,412855.65,,
"63149ACM","12-20-2013","GBP",869725,9854004.66,10723729.66,1250500,9473229.66,,
"63154ACM","12-20-2013","USD",-82750,-10137121.81,-10219871.81,410000,-10629871.81,,
"63170ACM","12-20-2013","GBP",8906.2,-81197.89,-72291.69,9000,-81291.69,,
"63171ACM","12-20-2013","USD",-4875,-21346195.96,-21351070.96,434572.61,-21785643.57,,
"63184ACM","12-20-2013","GBP",-679235,1305826.8,626591.8,675000,-48408.2,,
"63235ACM","12-20-2013","USD",313467,95375.38,408842.38,380000,28842.38,,
"63265AC ","12-20-2013","GBP",-14983447.5,20721128.21,5737680.71,14723100,5461578.62,,
"63266AC ","12-20-2013","USD",-3696835,4325023.68,628188.68,3632600,531986.04,,
"63341ACM","12-20-2013","GBP",-335.32,13618.8,13283.48,12075,1208.48,,
"63399ACM","12-20-2013","USD",3525,6735,10260,10250,10,,
"63414ACM","12-20-2013","GBP",6017.5,27283.8,33301.3,32750,551.3,,
"63676ACM","12-20-2013","USD",-181.25,1321.15,1139.9,1125,14.9,,
"63679ACM","12-20-2013","GBP",103766.5,295355.3,399121.8,93474.55,305647.25,,
"63705ACM","12-20-2013","USD",137679.31,434496.24,572175.55,541725,30450.55,,
"63706ACM","12-20-2013","GBP",373803.58,503558.07,877361.65,433325,444036.65,,
"63709ACM","12-20-2013","USD",178632.04,629831.26,808463.3,237131,571332.3,,
"63750ACM","12-20-2013","GBP",242957.31,1475693.86,1718651.17,2103416,-384764.83,,
"63751ACM","12-20-2013","USD",47250,-47906.46,-656.46,61950,-656.46,,
"63756ACM","12-20-2013","GBP",-18.75,2894.9,2876.15,2813,63.15,,
"63768ACM","12-20-2013","USD",19531.25,16953,36484.25,36875,-390.75,,
"63780ACM","12-20-2013","GBP",-3369744.26,3400421.47,30677.21,3986900,30677.21,,
"63783ACM","12-20-2013","USD",9274639.05,-8013168.98,1261470.07,6755993,-5494522.93,,
"63785ACM","12-20-2013","GBP",6317181,-7932819,-1615638,14335000,-15950638,,
"63787ACM","12-20-2013","USD",-58464587.27,59230957.27,766370,49629700,-48863330,,
"63789ACM","12-20-2013","GBP",-18784346.5,43130411.14,24346064.64,26482243.5,-2136178.86,,
"63897ACM","12-20-2013","USD",-12672.5,1276028.11,1263355.61,189900,1073455.61,,
"63916ACM","12-20-2013","GBP",-639103.1,1292705.8,653602.7,910125,-256522.3,,
"63918ACM","12-20-2013","USD",-26325,39745.6,13420.6,27000,-13579.4,,
"63931ACM","12-20-2013","GBP",-53010,110040,57030,2336200,-2279170,,
"63932ACM","12-20-2013","USD",459115.29,-379772.3,79342.99,398016,79342.99,,
"63934ACM","12-20-2013","GBP",-316172577.4,-454047347.4,-770219924.8,110699700.8,-770219924.8,,
"63963ACM","12-20-2013","USD",80,1539,1619,1813,-194,,
"63978ACM","12-20-2013","GBP",-9150.41,486863.2,477712.79,196700,281012.79,,
"63979ACM","12-20-2013","USD",-14847.84,9159918.17,9145070.33,178850,8966220.33,,
"64000ACM","12-20-2013","GBP",14142532.75,11341929.21,25484461.96,15646025,25484461.96,,
"64001ACM","12-20-2013","USD",-923295.18,360870.55,-562424.63,3599800,-4162224.63,,
"64002ACM","12-20-2013","GBP",-3011125,-8085978.9,-11097103.9,2520250,-13617353.9,,
"64003ACM","12-20-2013","USD",2961680,-1248200.95,1713479.05,4264000,-2550520.95,,
"64004ACM","12-20-2013","GBP",14779872.9,610919.7,15390792.6,25850500,-10459707.4,,
"64008ACM","12-20-2013","USD",-100947.05,219353.28,118406.23,608400,-489993.77,,
"64011ACM","12-20-2013","GBP",-7625.07,4861800.2,4854175.13,262450,4591725.13,,
"64012ACM","12-20-2013","USD",2480.58,-1455766.39,-1453285.81,116400,-1569685.81,,
"64035ACM","12-20-2013","GBP",14671.79,-14804.67,-132.88,21225,-132.88,,
"64113AC ","12-20-2013","USD",12747.5,-12996.78,-249.28,118900,-119149.28,,
"64124ACM","12-20-2013","GBP",-6429.65,-847.58,-7277.23,7338,-14615.23,,
"64145ACM","12-20-2013","USD",-68624.58,66632.71,-1991.87,90050,-1991.87,,
"64210ACM","12-20-2013","GBP",216787.57,180206.13,396993.7,281325,115668.7,,
"64213ACM","12-20-2013","USD",408597.9,-167357.79,241240.11,243071,-1830.89,,
"64221ACN","12-20-2013","GBP",5273396.25,-1521219.69,3752176.56,5794000,-2041823.44,,
"64222ACN","12-20-2013","USD",55671.48,16326.42,71997.9,85550,-13552.1,,
"64228ACN","12-20-2013","GBP",-33865,48840.78,14975.78,52000,-37024.22,,
"64231ACN","12-20-2013","USD",-49200,201700.4,152500.4,14730,137770.4,,
"64238ACN","12-20-2013","GBP",147401.36,451138.44,598539.8,250250,348289.8,,
"64305ACM","12-20-2013","USD",-82095.01,78712.97,-3382.04,342250,-91391.82,,
"64306ACM","12-20-2013","GBP",-25342.32,75974.82,50632.5,46870,3762.5,,
"64355ACM","12-20-2013","USD",-93402383.4,434809884.7,341407501.3,293426950,47980551.26,,
"64359ACM","12-20-2013","GBP",92343.4,11125,103468.4,104250,-781.6,,
"64377ACM","12-20-2013","USD",-32495,398931.35,366436.35,98800,267636.35,,
"64388ACM","12-20-2013","GBP",40781.25,147536.39,188317.64,130000,58317.64,,
"64426ACM","12-20-2013","USD",-166898,198731.39,31833.39,258125,-226291.61,,
"64428ACM","12-20-2013","GBP",114366.67,222116.41,336483.08,252403,84080.08,,
"64429ACM","12-20-2013","USD",74155.97,112411.83,186567.8,152163,34404.8,,
"64435ACM","12-20-2013","GBP",25676.84,-117718.34,-92041.5,4256075,-4348116.5,,
"64436ACM","12-20-2013","USD",-10541.62,-41298.34,-51839.96,163975,-215814.96,,
"64444ACM","12-20-2013","GBP",-1050381.14,934091.34,-116289.8,2321085,-2437374.8,,
"64449ACM","12-20-2013","USD",-37281.15,234653.24,197372.09,75671,121701.09,,
"64452ACM","12-20-2013","GBP",-8992.16,66111.32,57119.16,19363,37756.16,,
"64478ACM","12-20-2013","USD",152484.02,4780547.01,4933031.03,405625,4527406.03,,
"64500ACM","12-20-2013","GBP",603850,-195790.25,408059.75,666260,-258200.25,,
"64502ACM","12-20-2013","USD",-9140.58,38373.61,29233.03,8350,20883.03,,
"64594ACM","12-20-2013","GBP",-399525,2927467.38,2527942.38,776425,1751517.38,,
"64602ACM","12-20-2013","USD",148050,1462787.79,1610837.79,215475,1395362.79,,
"64611ACM","12-20-2013","GBP",-30587.5,923538.28,892950.78,197000,695950.78,,
"64755AC ","12-20-2013","USD",2802848.99,7420425.32,10223274.31,10461750,-238475.69,,
"64757ACM","12-20-2013","GBP",-27825,842005.67,814180.67,430500,383680.67,,
"64876ACM","12-20-2013","USD",18530,-7810,10720,16400,-5680,,
"64877ACM","12-20-2013","GBP",69487.5,-29287.5,40200,61500,-21300,,
"64878ACM","12-20-2013","USD",37060,-15620,21440,32800,-11360,,
"64879ACM","12-20-2013","GBP",29132.5,-7831.8,21300.7,29100,-7799.3,,
"64947ACM","12-20-2013","USD",2085,136696.75,138781.75,24600,114181.75,,
"64959ACM","12-20-2013","GBP",381532.5,-139737.89,241794.61,353475,-111680.39,,
"64989ACM","12-20-2013","USD",-95,2839.26,2744.26,2000,744.26,,
"65052ACM","12-20-2013","GBP",27795,-11715,16080,24600,-8520,,
"65054ACM","12-20-2013","USD",-10875,876689.92,865814.92,65250,800564.92,,
"65073ACM","12-20-2013","GBP",414306.57,642583.5,1056890.07,1569433.38,-512543.31,,
"65115ACM","12-20-2013","USD",98101.26,147147.4,245248.66,143500,101748.66,,
"65186ACM","12-20-2013","GBP",7109.4,44548.35,51657.75,7375,44282.75,,
"65343ACM","12-20-2013","USD",-48600,-7262890.25,-7311490.25,240640,-7552130.25,,
"65347ACM","12-20-2013","GBP",-5,115,110,100,10,,
"65398AC ","12-20-2013","USD",-4557.5,-703662.79,-708220.29,54600,-762820.29,,
"65405ACM","12-20-2013","GBP",-5429.6,144089.1,138659.5,720398,138659.5,,
"65539AC ","12-20-2013","USD",29150.92,7063392.66,7092543.58,203189,6889354.58,,
"65543ACM","12-20-2013","GBP",-4355131.25,4727532.76,372401.51,213200,159201.51,,
"65548ACM","12-20-2013","USD",-622922.02,1300806.19,677884.17,322200,355684.17,,
"65616ACM","12-20-2013","GBP",208800,-366545.4,-157745.4,184500,-342245.4,,
"65662AC ","12-20-2013","USD",-90055,284445.79,194390.79,114000,80390.79,,
"65663AC ","12-20-2013","GBP",1560,192987.49,194547.49,16400,178147.49,,
"65669AC ","12-20-2013","USD",-204937.5,588276.43,383338.93,254200,129138.93,,
"65766ACM","12-20-2013","GBP",-280391.88,3726079.56,3445687.68,820000,2625687.68,,
"65769ACM","12-20-2013","USD",-483117.17,4539687.81,4056570.64,2286500,1770070.64,,
"65777ACM","12-20-2013","GBP",-48906.01,1376100.87,1327194.86,580000,747194.86,,
"65863ACM","12-20-2013","USD",-950,501036.37,500086.37,451000,49086.37,,
"65936ACM","12-20-2013","GBP",108843.75,627891.96,736735.71,109837.5,626898.21,,
"65939ACM","12-20-2013","USD",854825,12746583.97,13601408.97,2435700,11165708.97,,
"66000ACM","12-20-2013","GBP",-937.5,1602438.84,1601501.34,50904.25,1550597.09,,
"66060ACM","12-20-2013","USD",490568.68,8074052.36,8564621.04,1488450,7076171.04,,
"66073AC ","12-20-2013","GBP",18287.5,9667302.76,9685590.26,494781.3,9190808.96,,
"66079ACM","12-20-2013","USD",56937.59,152418.57,209356.16,242700,-33343.84,,
"66088ACM","12-20-2013","GBP",-95625,-2167770.18,-2263395.18,125375,-2388770.18,,
"66089ACM","12-20-2013","USD",-70768.52,1079624.78,1008856.26,165921,842935.26,,
"66093ACM","12-20-2013","GBP",-66093.28,532919.48,466826.2,84600,382226.2,,
"66094ACM","12-20-2013","USD",-31199.56,-362445.74,-393645.3,45725,-439370.3,,
"66104ACM","12-20-2013","GBP",-18937.74,-177069.52,-196007.26,28025,-224032.26,,
"66108ACM","12-20-2013","USD",-5132.17,289231.72,284099.55,384013,-99913.45,,
"66112ACM","12-20-2013","GBP",6784.8,4443.23,11228.03,7400,3828.03,,
"66130ACM","12-20-2013","USD",33179.31,-32390.5,788.81,81900,788.81,,
"66133ACM","12-20-2013","GBP",-53130,1421157.84,1368027.84,207900,1160127.84,,
"66137ACM","12-20-2013","USD",31398.25,22397.75,53796,53401.15,394.85,,
"66153ACM","12-20-2013","GBP",2989445.2,0,2989445.2,3775300,-785854.8,,
"66170ACM","12-20-2013","USD",10937.5,-1950.05,8987.45,282350,-273362.55,,
"66175ACM","12-20-2013","GBP",20875,-281.4,20593.6,281800,-261206.4,,
